Date;Price
11/12/2007;605
10/12/2007;605
7/12/2007;605
6/12/2007;605
5/12/2007;605
4/12/2007;605
3/12/2007;605
30/11/2007;605
29/11/2007;585
28/11/2007;585
27/11/2007;585
26/11/2007;585
23/11/2007;585
22/11/2007;575
21/11/2007;575
20/11/2007;575
19/11/2007;575
16/11/2007;575
15/11/2007;575
14/11/2007;575
13/11/2007;575
12/11/2007;575
9/11/2007;575
8/11/2007;575
7/11/2007;575
6/11/2007;575
5/11/2007;575
2/11/2007;575
1/11/2007;575
31/10/2007;575
30/10/2007;575
29/10/2007;575
26/10/2007;575
25/10/2007;575
24/10/2007;575
23/10/2007;575
22/10/2007;575
19/10/2007;575
18/10/2007;555
17/10/2007;555
16/10/2007;555
15/10/2007;555
12/10/2007;555
11/10/2007;556
10/10/2007;556
9/10/2007;556
8/10/2007;556
5/10/2007;556
4/10/2007;556
3/10/2007;556
2/10/2007;556
1/10/2007;556
28/9/2007;556
27/9/2007;556
26/9/2007;556
25/9/2007;556
24/9/2007;556
21/9/2007;556
20/9/2007;556
19/9/2007;556
18/9/2007;556
17/9/2007;556
14/9/2007;556
13/9/2007;556
12/9/2007;556
11/9/2007;556
10/9/2007;556
7/9/2007;556
6/9/2007;552,5
5/9/2007;552,5
4/9/2007;552,5
3/9/2007;552,5
31/8/2007;552,5
30/8/2007;550
29/8/2007;550
28/8/2007;550
27/8/2007;550
24/8/2007;550
23/8/2007;545
22/8/2007;545
21/8/2007;545
20/8/2007;545
17/8/2007;545
16/8/2007;515
15/8/2007;515
14/8/2007;515
13/8/2007;515
10/8/2007;515
9/8/2007;515
8/8/2007;515
7/8/2007;515
6/8/2007;515
3/8/2007;515
2/8/2007;525
1/8/2007;525
31/7/2007;525
30/7/2007;525
27/7/2007;525
26/7/2007;525
25/7/2007;525
24/7/2007;525
23/7/2007;525
20/7/2007;525
19/7/2007;525
18/7/2007;525
17/7/2007;525
16/7/2007;525
13/7/2007;525
12/7/2007;530
11/7/2007;530
10/7/2007;530
9/7/2007;530
6/7/2007;530
5/7/2007;530
4/7/2007;530
3/7/2007;530
2/7/2007;530
29/6/2007;530
28/6/2007;560
27/6/2007;560
26/6/2007;560
25/6/2007;560
22/6/2007;560
21/6/2007;560
20/6/2007;560
19/6/2007;560
18/6/2007;560
15/6/2007;560
14/6/2007;605
13/6/2007;605
12/6/2007;605
11/6/2007;605
8/6/2007;605
7/6/2007;605
6/6/2007;605
5/6/2007;605
4/6/2007;605
1/6/2007;605
31/5/2007;605
30/5/2007;605
29/5/2007;605
28/5/2007;605
25/5/2007;605
24/5/2007;605
23/5/2007;605
22/5/2007;605
21/5/2007;605
18/5/2007;605
17/5/2007;592,5
16/5/2007;592,5
15/5/2007;592,5
14/5/2007;592,5
11/5/2007;592,5
10/5/2007;560
9/5/2007;560
8/5/2007;560
7/5/2007;560
4/5/2007;560
3/5/2007;560
2/5/2007;560
1/5/2007;560
30/4/2007;560
27/4/2007;560
26/4/2007;565
25/4/2007;565
24/4/2007;565
23/4/2007;565
20/4/2007;565
19/4/2007;560
18/4/2007;560
17/4/2007;560
16/4/2007;560
13/4/2007;560
12/4/2007;560
11/4/2007;560
10/4/2007;560
9/4/2007;560
6/4/2007;560
5/4/2007;560
4/4/2007;560
3/4/2007;560
2/4/2007;560
30/3/2007;560
29/3/2007;560
28/3/2007;560
27/3/2007;560
26/3/2007;560
23/3/2007;560
22/3/2007;560
21/3/2007;560
20/3/2007;560
19/3/2007;560
16/3/2007;560
15/3/2007;560
14/3/2007;560
13/3/2007;560
12/3/2007;560
9/3/2007;560
8/3/2007;560
7/3/2007;560
6/3/2007;560
5/3/2007;560
2/3/2007;560
1/3/2007;485
28/2/2007;485
27/2/2007;485
26/2/2007;485
23/2/2007;485
22/2/2007;485
21/2/2007;485
20/2/2007;485
19/2/2007;485
16/2/2007;485
15/2/2007;485
14/2/2007;485
13/2/2007;485
12/2/2007;485
9/2/2007;485
8/2/2007;470
7/2/2007;470
6/2/2007;470
5/2/2007;470
2/2/2007;470
1/2/2007;470
31/1/2007;470
30/1/2007;470
29/1/2007;470
26/1/2007;470
25/1/2007;470
24/1/2007;470
23/1/2007;470
22/1/2007;470
19/1/2007;470
18/1/2007;470
17/1/2007;470
16/1/2007;470
15/1/2007;470
12/1/2007;470
11/1/2007;470
10/1/2007;470
9/1/2007;470
8/1/2007;470
5/1/2007;470
4/1/2007;470
3/1/2007;470
2/1/2007;470
1/1/2007;470
29/12/2006;470
28/12/2006;470
27/12/2006;470
26/12/2006;470
25/12/2006;470
22/12/2006;470
21/12/2006;470
20/12/2006;470
19/12/2006;470
18/12/2006;470
15/12/2006;470
14/12/2006;470
13/12/2006;470
12/12/2006;470
11/12/2006;470
8/12/2006;470
7/12/2006;470
6/12/2006;470
5/12/2006;470
4/12/2006;470
1/12/2006;470
30/11/2006;470
29/11/2006;470
28/11/2006;470
27/11/2006;470
24/11/2006;470
23/11/2006;470
22/11/2006;470
21/11/2006;470
20/11/2006;470
17/11/2006;470
16/11/2006;470
15/11/2006;470
14/11/2006;470
13/11/2006;470
10/11/2006;470
9/11/2006;470
8/11/2006;470
7/11/2006;470
6/11/2006;470
3/11/2006;470
2/11/2006;485
1/11/2006;485
31/10/2006;485
30/10/2006;485
27/10/2006;485
26/10/2006;485
25/10/2006;485
24/10/2006;485
23/10/2006;485
20/10/2006;485
19/10/2006;485
18/10/2006;485
17/10/2006;485
16/10/2006;485
13/10/2006;485
12/10/2006;452,5
11/10/2006;452,5
10/10/2006;452,5
9/10/2006;452,5
6/10/2006;452,5
5/10/2006;452,5
4/10/2006;452,5
3/10/2006;452,5
2/10/2006;452,5
29/9/2006;452,5
28/9/2006;452,5
27/9/2006;452,5
26/9/2006;452,5
25/9/2006;452,5
22/9/2006;452,5
21/9/2006;485
20/9/2006;485
19/9/2006;485
18/9/2006;485
15/9/2006;485
14/9/2006;485
13/9/2006;485
12/9/2006;485
11/9/2006;485
8/9/2006;485
7/9/2006;485
6/9/2006;485
5/9/2006;485
4/9/2006;485
1/9/2006;485
31/8/2006;470
30/8/2006;470
29/8/2006;470
28/8/2006;470
25/8/2006;470
24/8/2006;490
23/8/2006;490
22/8/2006;490
21/8/2006;490
18/8/2006;490
17/8/2006;495
16/8/2006;495
15/8/2006;495
14/8/2006;495
11/8/2006;495
10/8/2006;525
9/8/2006;525
8/8/2006;525
7/8/2006;525
4/8/2006;525
3/8/2006;525
2/8/2006;525
1/8/2006;525
31/7/2006;525
28/7/2006;525
27/7/2006;525
26/7/2006;525
25/7/2006;525
24/7/2006;525
21/7/2006;525
20/7/2006;555
19/7/2006;555
18/7/2006;555
17/7/2006;555
14/7/2006;555
13/7/2006;555
12/7/2006;555
11/7/2006;555
