Price,Date
2229.75,2023-05-30
2254.75,2023-05-31
2280.75,2023-06-01
2263.25,2023-06-02
2215.0,2023-06-05
2171.5,2023-06-06
2168.5,2023-06-07
2187.25,2023-06-08
2220.75,2023-06-09
2187.75,2023-06-12
2193.25,2023-06-13
2199.5,2023-06-14
2196.5,2023-06-15
2224.25,2023-06-16
2194.75,2023-06-19
2184.25,2023-06-20
2156.75,2023-06-21
2190.25,2023-06-22
2132.25,2023-06-23
2115.75,2023-06-26
2151.25,2023-06-27
2141.25,2023-06-28
2105.25,2023-06-29
2096.25,2023-06-30
2106.0,2023-07-03
2102.25,2023-07-04
2092.75,2023-07-05
2103.25,2023-07-06
2085.5,2023-07-07
2095.75,2023-07-10
2128.75,2023-07-11
2147.0,2023-07-12
2235.75,2023-07-13
2224.75,2023-07-14
2194.5,2023-07-17
2169.0,2023-07-18
2141.75,2023-07-19
2171.5,2023-07-20
2153.25,2023-07-21
2154.5,2023-07-24
2183.5,2023-07-25
2170.25,2023-07-26
2175.75,2023-07-27
2161.25,2023-07-28
2195.25,2023-07-31
2216.5,2023-08-01
2176.25,2023-08-02
2146.75,2023-08-03
2165.0,2023-08-04
2177.75,2023-08-07
2142.5,2023-08-08
2152.5,2023-08-09
2161.25,2023-08-10
2126.0,2023-08-11
2095.75,2023-08-14
2085.25,2023-08-15
2088.75,2023-08-16
2130.5,2023-08-17
2095.75,2023-08-18
2068.25,2023-08-21
2121.25,2023-08-22
2128.75,2023-08-23
2119.25,2023-08-24
2123.5,2023-08-25
2116.25,2023-08-28
2116.25,2023-08-29
2140.25,2023-08-30
2165.25,2023-08-31
